Source: Wittgenstein Centre for Demography and Global Human Capital (2015). Wittgenstein Centre Data Explorer Version 1.2.
Available at: www.wittgensteincentre.org/dataexplorer 
Note: Your selection includes at least one country with limited base year data on educational attainment. Please consult the FAQ for more information
""
"Educational Attainment Distribution by Broad Age"
"De facto population by level of educational attainment in a country or region, classified by sex and by broad age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage. "
"Medium (SSP2)"
" "
"Area","Year","Age","Education","Distribution"
"Liberia",2015,"40--64","Incomplete Primary",0.09
"Liberia",2020,"40--64","Incomplete Primary",0.09
"Libyan Arab Jamahiriya",1990,"40--64","Incomplete Primary",NA
"Libyan Arab Jamahiriya",1995,"40--64","Incomplete Primary",NA
"Libyan Arab Jamahiriya",2000,"40--64","Incomplete Primary",NA
"Libyan Arab Jamahiriya",2005,"40--64","Incomplete Primary",NA
"Libyan Arab Jamahiriya",2010,"40--64","Incomplete Primary",0.07
"Libyan Arab Jamahiriya",2015,"40--64","Incomplete Primary",0.06
"Libyan Arab Jamahiriya",2020,"40--64","Incomplete Primary",0.06
"Madagascar",1990,"40--64","Incomplete Primary",0.38
"Madagascar",1995,"40--64","Incomplete Primary",0.39
"Madagascar",2000,"40--64","Incomplete Primary",0.41
"Madagascar",2005,"40--64","Incomplete Primary",0.41
"Madagascar",2010,"40--64","Incomplete Primary",0.4
"Madagascar",2015,"40--64","Incomplete Primary",0.41
"Madagascar",2020,"40--64","Incomplete Primary",0.42
"Malawi",1990,"40--64","Incomplete Primary",0.27
"Malawi",1995,"40--64","Incomplete Primary",0.27
"Malawi",2000,"40--64","Incomplete Primary",0.26
"Malawi",2005,"40--64","Incomplete Primary",0.25
"Malawi",2010,"40--64","Incomplete Primary",0.24
"Malawi",2015,"40--64","Incomplete Primary",0.24
"Malawi",2020,"40--64","Incomplete Primary",0.24
"Mali",1990,"40--64","Incomplete Primary",0.02
"Mali",1995,"40--64","Incomplete Primary",0.03
"Mali",2000,"40--64","Incomplete Primary",0.03
"Mali",2005,"40--64","Incomplete Primary",0.04
"Mali",2010,"40--64","Incomplete Primary",0.06
"Mali",2015,"40--64","Incomplete Primary",0.06
"Mali",2020,"40--64","Incomplete Primary",0.07
"Mauritania",1990,"40--64","Incomplete Primary",NA
"Mauritania",1995,"40--64","Incomplete Primary",NA
"Mauritania",2000,"40--64","Incomplete Primary",NA
"Mauritania",2005,"40--64","Incomplete Primary",NA
"Mauritania",2010,"40--64","Incomplete Primary",0.07
"Mauritania",2015,"40--64","Incomplete Primary",0.07
"Mauritania",2020,"40--64","Incomplete Primary",0.07
"Mauritius",1990,"40--64","Incomplete Primary",0.44
"Mauritius",1995,"40--64","Incomplete Primary",0.44
"Mauritius",2000,"40--64","Incomplete Primary",0.42
"Mauritius",2005,"40--64","Incomplete Primary",0.4
"Mauritius",2010,"40--64","Incomplete Primary",0.38
"Mauritius",2015,"40--64","Incomplete Primary",0.35
"Mauritius",2020,"40--64","Incomplete Primary",0.3
"Morocco",1990,"40--64","Incomplete Primary",0.03
"Morocco",1995,"40--64","Incomplete Primary",0.04
"Morocco",2000,"40--64","Incomplete Primary",0.05
"Morocco",2005,"40--64","Incomplete Primary",0.05
"Morocco",2010,"40--64","Incomplete Primary",0.06
"Morocco",2015,"40--64","Incomplete Primary",0.07
"Morocco",2020,"40--64","Incomplete Primary",0.09
"Mozambique",1990,"40--64","Incomplete Primary",0.07
"Mozambique",1995,"40--64","Incomplete Primary",0.09
"Mozambique",2000,"40--64","Incomplete Primary",0.1
"Mozambique",2005,"40--64","Incomplete Primary",0.11
"Mozambique",2010,"40--64","Incomplete Primary",0.12
"Mozambique",2015,"40--64","Incomplete Primary",0.13
"Mozambique",2020,"40--64","Incomplete Primary",0.15
"Namibia",1990,"40--64","Incomplete Primary",0.37
"Namibia",1995,"40--64","Incomplete Primary",0.37
"Namibia",2000,"40--64","Incomplete Primary",0.35
"Namibia",2005,"40--64","Incomplete Primary",0.32
"Namibia",2010,"40--64","Incomplete Primary",0.29
"Namibia",2015,"40--64","Incomplete Primary",0.25
"Namibia",2020,"40--64","Incomplete Primary",0.21
"Niger",1990,"40--64","Incomplete Primary",0.02
"Niger",1995,"40--64","Incomplete Primary",0.02
"Niger",2000,"40--64","Incomplete Primary",0.04
"Niger",2005,"40--64","Incomplete Primary",0.05
"Niger",2010,"40--64","Incomplete Primary",0.06
"Niger",2015,"40--64","Incomplete Primary",0.08
"Niger",2020,"40--64","Incomplete Primary",0.1
"Nigeria",1990,"40--64","Incomplete Primary",0.07
"Nigeria",1995,"40--64","Incomplete Primary",0.08
"Nigeria",2000,"40--64","Incomplete Primary",0.08
"Nigeria",2005,"40--64","Incomplete Primary",0.07
"Nigeria",2010,"40--64","Incomplete Primary",0.07
"Nigeria",2015,"40--64","Incomplete Primary",0.06
"Nigeria",2020,"40--64","Incomplete Primary",0.05
"Guinea-Bissau",1990,"40--64","Incomplete Primary",0.02
"Guinea-Bissau",1995,"40--64","Incomplete Primary",0.03
"Guinea-Bissau",2000,"40--64","Incomplete Primary",0.04
"Guinea-Bissau",2005,"40--64","Incomplete Primary",0.05
"Guinea-Bissau",2010,"40--64","Incomplete Primary",0.06
"Guinea-Bissau",2015,"40--64","Incomplete Primary",0.09
"Guinea-Bissau",2020,"40--64","Incomplete Primary",0.1
"Reunion",1990,"40--64","Incomplete Primary",0.22
"Reunion",1995,"40--64","Incomplete Primary",0.19
"Reunion",2000,"40--64","Incomplete Primary",0.16
"Reunion",2005,"40--64","Incomplete Primary",0.13
"Reunion",2010,"40--64","Incomplete Primary",0.11
"Reunion",2015,"40--64","Incomplete Primary",0.09
"Reunion",2020,"40--64","Incomplete Primary",0.07
"Rwanda",1990,"40--64","Incomplete Primary",0.25
"Rwanda",1995,"40--64","Incomplete Primary",0.27
"Rwanda",2000,"40--64","Incomplete Primary",0.28
"Rwanda",2005,"40--64","Incomplete Primary",0.3
"Rwanda",2010,"40--64","Incomplete Primary",0.33
"Rwanda",2015,"40--64","Incomplete Primary",0.35
"Rwanda",2020,"40--64","Incomplete Primary",0.36
"Sao Tome and Principe",1990,"40--64","Incomplete Primary",0.47
"Sao Tome and Principe",1995,"40--64","Incomplete Primary",0.51
"Sao Tome and Principe",2000,"40--64","Incomplete Primary",0.53
"Sao Tome and Principe",2005,"40--64","Incomplete Primary",0.53
"Sao Tome and Principe",2010,"40--64","Incomplete Primary",0.51
"Sao Tome and Principe",2015,"40--64","Incomplete Primary",0.51
"Sao Tome and Principe",2020,"40--64","Incomplete Primary",0.51
"Senegal",1990,"40--64","Incomplete Primary",0.02
"Senegal",1995,"40--64","Incomplete Primary",0.03
"Senegal",2000,"40--64","Incomplete Primary",0.03
"Senegal",2005,"40--64","Incomplete Primary",0.04
"Senegal",2010,"40--64","Incomplete Primary",0.04
"Senegal",2015,"40--64","Incomplete Primary",0.06
"Senegal",2020,"40--64","Incomplete Primary",0.07
"Sierra Leone",1990,"40--64","Incomplete Primary",0.04
"Sierra Leone",1995,"40--64","Incomplete Primary",0.04
"Sierra Leone",2000,"40--64","Incomplete Primary",0.05
"Sierra Leone",2005,"40--64","Incomplete Primary",0.05
"Sierra Leone",2010,"40--64","Incomplete Primary",0.06
"Sierra Leone",2015,"40--64","Incomplete Primary",0.07
"Sierra Leone",2020,"40--64","Incomplete Primary",0.09
"Somalia",1990,"40--64","Incomplete Primary",0.05
"Somalia",1995,"40--64","Incomplete Primary",0.05
"Somalia",2000,"40--64","Incomplete Primary",0.05
"Somalia",2005,"40--64","Incomplete Primary",0.04
"Somalia",2010,"40--64","Incomplete Primary",0.04
"Somalia",2015,"40--64","Incomplete Primary",0.03
"Somalia",2020,"40--64","Incomplete Primary",0.04
"South Africa",1990,"40--64","Incomplete Primary",0.26
"South Africa",1995,"40--64","Incomplete Primary",0.26
"South Africa",2000,"40--64","Incomplete Primary",0.26
"South Africa",2005,"40--64","Incomplete Primary",0.24
"South Africa",2010,"40--64","Incomplete Primary",0.21
"South Africa",2015,"40--64","Incomplete Primary",0.18
"South Africa",2020,"40--64","Incomplete Primary",0.14
"Zimbabwe",1990,"40--64","Incomplete Primary",0.39
"Zimbabwe",1995,"40--64","Incomplete Primary",0.39
"Zimbabwe",2000,"40--64","Incomplete Primary",0.36
"Zimbabwe",2005,"40--64","Incomplete Primary",0.33
"Zimbabwe",2010,"40--64","Incomplete Primary",0.27
"Zimbabwe",2015,"40--64","Incomplete Primary",0.21
"Zimbabwe",2020,"40--64","Incomplete Primary",0.13
"Sudan",1990,"40--64","Incomplete Primary",0.06
"Sudan",1995,"40--64","Incomplete Primary",0.07
"Sudan",2000,"40--64","Incomplete Primary",0.08
"Sudan",2005,"40--64","Incomplete Primary",0.08
"Sudan",2010,"40--64","Incomplete Primary",0.07
"Sudan",2015,"40--64","Incomplete Primary",0.07
"Sudan",2020,"40--64","Incomplete Primary",0.07
"Swaziland",1990,"40--64","Incomplete Primary",0.32
"Swaziland",1995,"40--64","Incomplete Primary",0.31
"Swaziland",2000,"40--64","Incomplete Primary",0.29
"Swaziland",2005,"40--64","Incomplete Primary",0.27
"Swaziland",2010,"40--64","Incomplete Primary",0.25
"Swaziland",2015,"40--64","Incomplete Primary",0.22
"Swaziland",2020,"40--64","Incomplete Primary",0.19
"Togo",1990,"40--64","Incomplete Primary",NA
"Togo",1995,"40--64","Incomplete Primary",NA
"Togo",2000,"40--64","Incomplete Primary",NA
"Togo",2005,"40--64","Incomplete Primary",NA
"Togo",2010,"40--64","Incomplete Primary",0.07
"Togo",2015,"40--64","Incomplete Primary",0.07
"Togo",2020,"40--64","Incomplete Primary",0.07
"Tunisia",1990,"40--64","Incomplete Primary",0.06
"Tunisia",1995,"40--64","Incomplete Primary",0.04
"Tunisia",2000,"40--64","Incomplete Primary",0.03
"Tunisia",2005,"40--64","Incomplete Primary",0.02
"Tunisia",2010,"40--64","Incomplete Primary",0.01
"Tunisia",2015,"40--64","Incomplete Primary",0
"Tunisia",2020,"40--64","Incomplete Primary",0
"Uganda",1990,"40--64","Incomplete Primary",0.32
"Uganda",1995,"40--64","Incomplete Primary",0.33
"Uganda",2000,"40--64","Incomplete Primary",0.33
"Uganda",2005,"40--64","Incomplete Primary",0.34
"Uganda",2010,"40--64","Incomplete Primary",0.35
"Uganda",2015,"40--64","Incomplete Primary",0.36
"Uganda",2020,"40--64","Incomplete Primary",0.36
"Egypt",1990,"40--64","Incomplete Primary",0.1
"Egypt",1995,"40--64","Incomplete Primary",0.1
"Egypt",2000,"40--64","Incomplete Primary",0.1
"Egypt",2005,"40--64","Incomplete Primary",0.09
"Egypt",2010,"40--64","Incomplete Primary",0.09
"Egypt",2015,"40--64","Incomplete Primary",0.08
"Egypt",2020,"40--64","Incomplete Primary",0.07
"United Republic of Tanzania",1990,"40--64","Incomplete Primary",0.25
"United Republic of Tanzania",1995,"40--64","Incomplete Primary",0.26
"United Republic of Tanzania",2000,"40--64","Incomplete Primary",0.23
"United Republic of Tanzania",2005,"40--64","Incomplete Primary",0.19
"United Republic of Tanzania",2010,"40--64","Incomplete Primary",0.15
"United Republic of Tanzania",2015,"40--64","Incomplete Primary",0.11
"United Republic of Tanzania",2020,"40--64","Incomplete Primary",0.08
"Burkina Faso",1990,"40--64","Incomplete Primary",0.01
"Burkina Faso",1995,"40--64","Incomplete Primary",0.02
"Burkina Faso",2000,"40--64","Incomplete Primary",0.03
"Burkina Faso",2005,"40--64","Incomplete Primary",0.03
"Burkina Faso",2010,"40--64","Incomplete Primary",0.04
"Burkina Faso",2015,"40--64","Incomplete Primary",0.05
"Burkina Faso",2020,"40--64","Incomplete Primary",0.08
"Zambia",1990,"40--64","Incomplete Primary",0.36
"Zambia",1995,"40--64","Incomplete Primary",0.35
"Zambia",2000,"40--64","Incomplete Primary",0.32
"Zambia",2005,"40--64","Incomplete Primary",0.3
"Zambia",2010,"40--64","Incomplete Primary",0.28
"Zambia",2015,"40--64","Incomplete Primary",0.25
"Zambia",2020,"40--64","Incomplete Primary",0.2
"Africa",1990,"40--64","Incomplete Primary",0.13
"Africa",1995,"40--64","Incomplete Primary",0.14
"Africa",2000,"40--64","Incomplete Primary",0.14
"Africa",2005,"40--64","Incomplete Primary",0.14
"Africa",2010,"40--64","Incomplete Primary",0.13
"Africa",2015,"40--64","Incomplete Primary",0.13
"Africa",2020,"40--64","Incomplete Primary",0.13
"Algeria",1990,"60+","Incomplete Primary",0.02
"Algeria",1995,"60+","Incomplete Primary",0.02
"Algeria",2000,"60+","Incomplete Primary",0.03
"Algeria",2005,"60+","Incomplete Primary",0.04
"Algeria",2010,"60+","Incomplete Primary",0.06
"Algeria",2015,"60+","Incomplete Primary",0.06
"Algeria",2020,"60+","Incomplete Primary",0.07
"Angola",1990,"60+","Incomplete Primary",NA
"Angola",1995,"60+","Incomplete Primary",NA
"Angola",2000,"60+","Incomplete Primary",NA
"Angola",2005,"60+","Incomplete Primary",NA
"Angola",2010,"60+","Incomplete Primary",0.21
"Angola",2015,"60+","Incomplete Primary",0.21
"Angola",2020,"60+","Incomplete Primary",0.22
"Botswana",1990,"60+","Incomplete Primary",NA
"Botswana",1995,"60+","Incomplete Primary",NA
"Botswana",2000,"60+","Incomplete Primary",NA
"Botswana",2005,"60+","Incomplete Primary",NA
"Botswana",2010,"60+","Incomplete Primary",0.27
"Botswana",2015,"60+","Incomplete Primary",0.27
"Botswana",2020,"60+","Incomplete Primary",0.26
"Burundi",1990,"60+","Incomplete Primary",0.14
"Burundi",1995,"60+","Incomplete Primary",0.14
"Burundi",2000,"60+","Incomplete Primary",0.13
"Burundi",2005,"60+","Incomplete Primary",0.13
"Burundi",2010,"60+","Incomplete Primary",0.14
"Burundi",2015,"60+","Incomplete Primary",0.15
"Burundi",2020,"60+","Incomplete Primary",0.16
"Cameroon",1990,"60+","Incomplete Primary",0.11
"Cameroon",1995,"60+","Incomplete Primary",0.12
"Cameroon",2000,"60+","Incomplete Primary",0.14
"Cameroon",2005,"60+","Incomplete Primary",0.15
"Cameroon",2010,"60+","Incomplete Primary",0.16
"Cameroon",2015,"60+","Incomplete Primary",0.18
"Cameroon",2020,"60+","Incomplete Primary",0.2
"Cape Verde",1990,"60+","Incomplete Primary",0.2
"Cape Verde",1995,"60+","Incomplete Primary",0.24
"Cape Verde",2000,"60+","Incomplete Primary",0.26
"Cape Verde",2005,"60+","Incomplete Primary",0.28
"Cape Verde",2010,"60+","Incomplete Primary",0.3
"Cape Verde",2015,"60+","Incomplete Primary",0.34
"Cape Verde",2020,"60+","Incomplete Primary",0.38
"Central African Republic",1990,"60+","Incomplete Primary",0.03
"Central African Republic",1995,"60+","Incomplete Primary",0.04
"Central African Republic",2000,"60+","Incomplete Primary",0.08
"Central African Republic",2005,"60+","Incomplete Primary",0.12
"Central African Republic",2010,"60+","Incomplete Primary",0.16
"Central African Republic",2015,"60+","Incomplete Primary",0.21
"Central African Republic",2020,"60+","Incomplete Primary",0.25
"Chad",1990,"60+","Incomplete Primary",0.02
"Chad",1995,"60+","Incomplete Primary",0.02
"Chad",2000,"60+","Incomplete Primary",0.03
"Chad",2005,"60+","Incomplete Primary",0.04
"Chad",2010,"60+","Incomplete Primary",0.06
"Chad",2015,"60+","Incomplete Primary",0.08
"Chad",2020,"60+","Incomplete Primary",0.11
"Comoros",1990,"60+","Incomplete Primary",0
"Comoros",1995,"60+","Incomplete Primary",0.01
"Comoros",2000,"60+","Incomplete Primary",0.02
"Comoros",2005,"60+","Incomplete Primary",0.03
"Comoros",2010,"60+","Incomplete Primary",0.04
"Comoros",2015,"60+","Incomplete Primary",0.05
"Comoros",2020,"60+","Incomplete Primary",0.07
"Mayotte",1990,"60+","Incomplete Primary",NA
"Mayotte",1995,"60+","Incomplete Primary",NA
"Mayotte",2000,"60+","Incomplete Primary",NA
"Mayotte",2005,"60+","Incomplete Primary",NA
"Mayotte",2010,"60+","Incomplete Primary",0.2
"Mayotte",2015,"60+","Incomplete Primary",0.21
"Mayotte",2020,"60+","Incomplete Primary",0.21
"Congo",1990,"60+","Incomplete Primary",0.11
"Congo",1995,"60+","Incomplete Primary",0.15
"Congo",2000,"60+","Incomplete Primary",0.19
"Congo",2005,"60+","Incomplete Primary",0.21
"Congo",2010,"60+","Incomplete Primary",0.22
"Congo",2015,"60+","Incomplete Primary",0.23
"Congo",2020,"60+","Incomplete Primary",0.21
"Democratic Republic of the Congo",1990,"60+","Incomplete Primary",0.19
"Democratic Republic of the Congo",1995,"60+","Incomplete Primary",0.21
"Democratic Republic of the Congo",2000,"60+","Incomplete Primary",0.24
"Democratic Republic of the Congo",2005,"60+","Incomplete Primary",0.24
"Democratic Republic of the Congo",2010,"60+","Incomplete Primary",0.25
"Democratic Republic of the Congo",2015,"60+","Incomplete Primary",0.24
"Democratic Republic of the Congo",2020,"60+","Incomplete Primary",0.25
"Benin",1990,"60+","Incomplete Primary",0.03
"Benin",1995,"60+","Incomplete Primary",0.04
"Benin",2000,"60+","Incomplete Primary",0.05
"Benin",2005,"60+","Incomplete Primary",0.07
"Benin",2010,"60+","Incomplete Primary",0.09
"Benin",2015,"60+","Incomplete Primary",0.1
"Benin",2020,"60+","Incomplete Primary",0.12
"Equatorial Guinea",1990,"60+","Incomplete Primary",0.31
"Equatorial Guinea",1995,"60+","Incomplete Primary",0.28
"Equatorial Guinea",2000,"60+","Incomplete Primary",0.26
"Equatorial Guinea",2005,"60+","Incomplete Primary",0.24
"Equatorial Guinea",2010,"60+","Incomplete Primary",0.21
"Equatorial Guinea",2015,"60+","Incomplete Primary",0.18
"Equatorial Guinea",2020,"60+","Incomplete Primary",0.15
"Ethiopia",1990,"60+","Incomplete Primary",0.01
"Ethiopia",1995,"60+","Incomplete Primary",0.02
"Ethiopia",2000,"60+","Incomplete Primary",0.02
"Ethiopia",2005,"60+","Incomplete Primary",0.03
"Ethiopia",2010,"60+","Incomplete Primary",0.05
"Ethiopia",2015,"60+","Incomplete Primary",0.07
"Ethiopia",2020,"60+","Incomplete Primary",0.09
"Eritrea",1990,"60+","Incomplete Primary",NA
"Eritrea",1995,"60+","Incomplete Primary",NA
"Eritrea",2000,"60+","Incomplete Primary",NA
"Eritrea",2005,"60+","Incomplete Primary",NA
"Eritrea",2010,"60+","Incomplete Primary",0.19
"Eritrea",2015,"60+","Incomplete Primary",0.2
"Eritrea",2020,"60+","Incomplete Primary",0.2
"Djibouti",1990,"60+","Incomplete Primary",NA
"Djibouti",1995,"60+","Incomplete Primary",NA
"Djibouti",2000,"60+","Incomplete Primary",NA
"Djibouti",2005,"60+","Incomplete Primary",NA
"Djibouti",2010,"60+","Incomplete Primary",0.2
"Djibouti",2015,"60+","Incomplete Primary",0.2
"Djibouti",2020,"60+","Incomplete Primary",0.2
"Gabon",1990,"60+","Incomplete Primary",0.09
"Gabon",1995,"60+","Incomplete Primary",0.13
"Gabon",2000,"60+","Incomplete Primary",0.15
"Gabon",2005,"60+","Incomplete Primary",0.2
"Gabon",2010,"60+","Incomplete Primary",0.23
"Gabon",2015,"60+","Incomplete Primary",0.26
"Gabon",2020,"60+","Incomplete Primary",0.26
"Gambia",1990,"60+","Incomplete Primary",0.21
"Gambia",1995,"60+","Incomplete Primary",0.22
"Gambia",2000,"60+","Incomplete Primary",0.21
"Gambia",2005,"60+","Incomplete Primary",0.22
"Gambia",2010,"60+","Incomplete Primary",0.21
"Gambia",2015,"60+","Incomplete Primary",0.22
"Gambia",2020,"60+","Incomplete Primary",0.22
"Ghana",1990,"60+","Incomplete Primary",0.02
"Ghana",1995,"60+","Incomplete Primary",0.03
"Ghana",2000,"60+","Incomplete Primary",0.03
"Ghana",2005,"60+","Incomplete Primary",0.03
"Ghana",2010,"60+","Incomplete Primary",0.03
"Ghana",2015,"60+","Incomplete Primary",0.04
"Ghana",2020,"60+","Incomplete Primary",0.04
"Guinea",1990,"60+","Incomplete Primary",0.01
"Guinea",1995,"60+","Incomplete Primary",0.01
"Guinea",2000,"60+","Incomplete Primary",0.01
"Guinea",2005,"60+","Incomplete Primary",0.01
"Guinea",2010,"60+","Incomplete Primary",0.01
"Guinea",2015,"60+","Incomplete Primary",0.02
"Guinea",2020,"60+","Incomplete Primary",0.02
"Cote d'Ivoire",1990,"60+","Incomplete Primary",0.02
"Cote d'Ivoire",1995,"60+","Incomplete Primary",0.03
"Cote d'Ivoire",2000,"60+","Incomplete Primary",0.04
"Cote d'Ivoire",2005,"60+","Incomplete Primary",0.05
"Cote d'Ivoire",2010,"60+","Incomplete Primary",0.07
"Cote d'Ivoire",2015,"60+","Incomplete Primary",0.1
"Cote d'Ivoire",2020,"60+","Incomplete Primary",0.12
"Kenya",1990,"60+","Incomplete Primary",0.19
"Kenya",1995,"60+","Incomplete Primary",0.22
"Kenya",2000,"60+","Incomplete Primary",0.24
"Kenya",2005,"60+","Incomplete Primary",0.25
"Kenya",2010,"60+","Incomplete Primary",0.25
"Kenya",2015,"60+","Incomplete Primary",0.24
"Kenya",2020,"60+","Incomplete Primary",0.22
"Lesotho",1990,"60+","Incomplete Primary",0.51
"Lesotho",1995,"60+","Incomplete Primary",0.55
"Lesotho",2000,"60+","Incomplete Primary",0.59
"Lesotho",2005,"60+","Incomplete Primary",0.61
"Lesotho",2010,"60+","Incomplete Primary",0.62
"Lesotho",2015,"60+","Incomplete Primary",0.6
"Lesotho",2020,"60+","Incomplete Primary",0.55
"Liberia",1990,"60+","Incomplete Primary",0.03
"Liberia",1995,"60+","Incomplete Primary",0.03
"Liberia",2000,"60+","Incomplete Primary",0.04
"Liberia",2005,"60+","Incomplete Primary",0.04
"Liberia",2010,"60+","Incomplete Primary",0.01
"Liberia",2015,"60+","Incomplete Primary",0.02
"Liberia",2020,"60+","Incomplete Primary",0.04
"Libyan Arab Jamahiriya",1990,"60+","Incomplete Primary",NA
"Libyan Arab Jamahiriya",1995,"60+","Incomplete Primary",NA
"Libyan Arab Jamahiriya",2000,"60+","Incomplete Primary",NA
